start_timestamp,end_timestamp,cry_status,cry_duration,temperature,wet_status
2025-12-24 07:56:00,2025-12-24 08:00:50,No,0,19,No
2025-10-02 20:48:00,2025-10-02 20:48:57,No,0,18,Yes
2025-10-17 18:04:00,2025-10-17 18:08:01,Yes,241,21,Yes
2025-11-15 06:11:00,2025-11-15 06:11:45,No,0,18,No
2025-10-23 03:12:00,2025-10-23 03:15:56,No,0,28,No
2026-01-30 04:43:00,2026-01-30 04:46:25,Yes,205,18,No
2025-12-30 06:03:00,2025-12-30 06:07:10,No,0,30,Yes
2025-11-17 08:53:00,2025-11-17 08:56:55,Yes,235,22,No
2025-10-21 11:35:00,2025-10-21 11:39:21,Yes,261,23,Yes
2025-10-16 19:00:00,2025-10-16 19:01:00,No,0,18,Yes
2025-10-01 18:03:00,2025-10-01 18:03:36,Yes,36,25,No
2025-12-18 00:56:00,2025-12-18 00:59:41,Yes,221,20,Yes
2026-02-05 06:12:00,2026-02-05 06:14:21,No,0,18,Yes
2026-01-04 19:35:00,2026-01-04 19:37:00,No,0,20,Yes
2026-01-22 01:02:00,2026-01-22 01:02:49,Yes,49,24,No
2025-10-28 11:54:00,2025-10-28 11:56:02,Yes,122,18,No
2025-11-19 20:35:00,2025-11-19 20:36:49,No,0,29,No
2026-01-23 03:58:00,2026-01-23 03:59:03,No,0,22,No
2025-11-06 08:10:00,2025-11-06 08:14:41,Yes,281,27,Yes
2025-12-31 02:00:00,2025-12-31 02:04:35,Yes,275,17,No
2026-02-12 19:13:00,2026-02-12 19:17:57,No,0,21,No
2025-12-22 04:37:00,2025-12-22 04:41:19,Yes,259,24,No
2026-01-12 14:51:00,2026-01-12 14:54:43,Yes,223,30,Yes
2026-02-03 03:33:00,2026-02-03 03:36:14,No,0,27,No
2026-02-05 09:48:00,2026-02-05 09:48:58,Yes,58,21,Yes
2025-12-18 20:03:00,2025-12-18 20:04:58,No,0,16,Yes
2025-10-13 10:20:00,2025-10-13 10:23:47,Yes,227,26,Yes
2026-01-20 17:21:00,2026-01-20 17:25:58,Yes,298,26,Yes
2025-11-24 03:22:00,2025-11-24 03:26:24,Yes,264,22,No
2025-10-19 06:56:00,2025-10-19 07:00:43,Yes,283,15,Yes
2026-01-06 07:01:00,2026-01-06 07:02:29,No,0,15,Yes
2025-12-24 06:02:00,2025-12-24 06:05:49,Yes,229,26,No
2025-10-12 05:19:00,2025-10-12 05:20:42,Yes,102,23,No
2026-02-24 21:22:00,2026-02-24 21:25:08,Yes,188,23,No
2025-10-03 14:11:00,2025-10-03 14:15:01,No,0,23,Yes
2026-02-02 08:39:00,2026-02-02 08:39:35,No,0,16,No
2025-11-02 22:37:00,2025-11-02 22:39:24,Yes,144,18,Yes
2025-11-10 16:40:00,2025-11-10 16:41:04,Yes,64,25,Yes
2025-12-05 23:14:00,2025-12-05 23:17:53,No,0,24,No
2026-02-23 08:55:00,2026-02-23 08:56:25,Yes,85,27,Yes
2025-10-23 18:56:00,2025-10-23 19:00:44,Yes,284,19,Yes
2026-01-29 16:20:00,2026-01-29 16:21:25,Yes,85,22,Yes
2026-01-08 06:17:00,2026-01-08 06:18:12,Yes,72,22,No
2026-01-03 14:57:00,2026-01-03 14:58:43,No,0,16,Yes
2025-11-23 10:51:00,2025-11-23 10:51:52,Yes,52,19,No
2025-12-04 05:59:00,2025-12-04 06:02:29,No,0,21,Yes
2026-01-09 12:58:00,2026-01-09 12:59:48,No,0,17,Yes
2025-11-17 21:24:00,2025-11-17 21:26:09,No,0,29,Yes
2026-01-21 02:22:00,2026-01-21 02:24:35,No,0,20,Yes
2026-02-18 10:50:00,2026-02-18 10:50:59,Yes,59,17,No
2026-02-10 18:14:00,2026-02-10 18:14:38,Yes,38,25,No
2025-10-10 04:53:00,2025-10-10 04:54:23,Yes,83,15,No
2025-10-01 19:12:00,2025-10-01 19:12:59,No,0,18,Yes
2025-10-10 19:14:00,2025-10-10 19:15:07,Yes,67,30,No
2025-12-12 23:24:00,2025-12-12 23:27:48,No,0,22,No
2025-12-04 11:46:00,2025-12-04 11:50:22,No,0,19,No
2026-02-15 12:17:00,2026-02-15 12:19:24,Yes,144,24,Yes
2026-01-08 08:46:00,2026-01-08 08:47:52,No,0,15,No
2025-12-16 04:54:00,2025-12-16 04:54:51,No,0,28,Yes
2026-01-11 04:16:00,2026-01-11 04:19:30,Yes,210,27,No
2026-01-15 15:43:00,2026-01-15 15:47:21,No,0,27,No
2026-01-02 11:31:00,2026-01-02 11:34:16,No,0,19,Yes
2025-12-02 07:24:00,2025-12-02 07:26:07,Yes,127,26,No
2026-02-18 13:56:00,2026-02-18 13:59:41,No,0,21,No
2025-11-06 16:03:00,2025-11-06 16:04:25,No,0,24,No
2025-10-14 06:48:00,2025-10-14 06:50:21,No,0,20,No
2026-02-10 14:44:00,2026-02-10 14:46:02,No,0,15,Yes
2026-01-07 19:22:00,2026-01-07 19:23:58,No,0,19,No
2026-02-25 06:45:00,2026-02-25 06:46:47,No,0,25,No
2025-12-02 04:27:00,2025-12-02 04:31:39,No,0,16,Yes
2025-10-17 02:55:00,2025-10-17 02:55:40,Yes,40,16,No
2025-10-24 10:41:00,2025-10-24 10:44:32,Yes,212,19,Yes
2025-12-18 02:15:00,2025-12-18 02:18:35,No,0,29,No
2025-12-26 05:58:00,2025-12-26 06:00:58,No,0,18,Yes
2025-11-08 05:34:00,2025-11-08 05:38:02,Yes,242,28,Yes
